"week","year","spain","france","italy","poland","age","gender"
18,2020,0.199999999999999,-6.4,-7,1,"35-39","F"
18,2021,-1.8,-3.4,-6,8,"35-39","F"
19,2020,-3.2,-2.4,-1.2,1.8,"35-39","F"
19,2021,-1.2,-2.4,0.800000000000001,5.8,"35-39","F"
20,2020,-1,-2.6,-3,0,"35-39","F"
20,2021,2,-3.6,1,6,"35-39","F"
21,2020,7,-1.6,3.4,15.4,"35-39","F"
21,2021,4,0.399999999999999,-5.6,-4.6,"35-39","F"
22,2020,-2.8,-2.6,-3.2,7.8,"35-39","F"
22,2021,7.2,4.4,0.800000000000001,-2.2,"35-39","F"
23,2020,0.4,0,4.4,4.4,"35-39","F"
23,2021,1.4,-1,-4.6,10.4,"35-39","F"
24,2020,-5.2,11.2,-7,5,"35-39","F"
24,2021,-5.2,1.2,-6,2,"35-39","F"
25,2020,-2,-0.399999999999999,-4.6,11.4,"35-39","F"
25,2021,1,-1.4,5.4,7.4,"35-39","F"
26,2020,-3.4,-11.2,-8.8,3.2,"35-39","F"
26,2021,0.6,-4.2,1.2,12.2,"35-39","F"
27,2020,0,-7.4,-0.4,7.6,"35-39","F"
27,2021,-2,-4.4,-3.4,12.6,"35-39","F"
28,2020,-6.8,8.2,-6.8,6.2,"35-39","F"
28,2021,-0.800000000000001,-0.800000000000001,-4.8,1.2,"35-39","F"
29,2020,2,-1.6,-2.4,6.6,"35-39","F"
29,2021,-2,8.4,1.6,7.6,"35-39","F"
30,2020,1.2,-6.2,-1.6,6.4,"35-39","F"
30,2021,-2.8,8.8,-6.6,10.4,"35-39","F"
31,2020,0,-1,-4.8,-1.8,"35-39","F"
31,2021,1,2,NA,2.2,"35-39","F"
32,2020,2.6,-5,-3.8,6.2,"35-39","F"
32,2021,-2.4,-4,NA,-0.800000000000001,"35-39","F"
33,2020,-0.199999999999999,2,1.2,8.2,"35-39","F"
33,2021,3.8,4,NA,2.2,"35-39","F"
34,2020,0.4,-6.6,-3.6,7.4,"35-39","F"
34,2021,2.4,6.4,NA,-1.6,"35-39","F"
35,2020,0.4,-3.2,-8.6,3.4,"35-39","F"
35,2021,-3.6,1.8,NA,3.4,"35-39","F"
36,2020,3.2,-2,-6.6,12.4,"35-39","F"
36,2021,-1.8,-4,NA,2.4,"35-39","F"
37,2020,-0.199999999999999,-3.8,-2.6,-2.6,"35-39","F"
37,2021,-4.2,-4.8,NA,NA,"35-39","F"
38,2020,0.199999999999999,-5.6,-5.8,8.2,"35-39","F"
38,2021,-7.8,NA,NA,NA,"35-39","F"
39,2020,-2,-1.8,-4.6,3.4,"35-39","F"
40,2020,-1.6,-2.2,7.6,4.6,"35-39","F"
41,2020,2.6,2.2,-1,3,"35-39","F"
42,2020,-3.2,-0.800000000000001,1.4,7.4,"35-39","F"
43,2020,0.199999999999999,-1.2,-10,11,"35-39","F"
44,2020,0.199999999999999,-3.6,-1.4,14.6,"35-39","F"
45,2020,2,-3.4,11.8,8.8,"35-39","F"
46,2020,-1.2,-6.4,-3.8,15.2,"35-39","F"
47,2020,-4.2,1.8,3.8,11.8,"35-39","F"
48,2020,-3.6,1.2,-5.2,18.8,"35-39","F"
49,2020,-2.4,-2.6,-2.6,12.4,"35-39","F"
50,2020,-2.2,-0.199999999999999,-3.4,10.6,"35-39","F"
51,2020,8.6,-3.6,3.4,12.4,"35-39","F"
52,2020,-6.4,-1.4,-6.8,14.2,"35-39","F"
53,2020,1,-6,-11,8,"35-39","F"
1,2020,2.4,1.2,-11.4,41.6,"40-44","M"
1,2021,-5.6,-3.8,-22.4,55.6,"40-44","M"
2,2020,-14.4,-3.59999999999999,-9.8,26.2,"40-44","M"
2,2021,-5.4,20.4,-3.8,49.2,"40-44","M"
3,2020,-5.2,-0.400000000000006,-14.4,48.6,"40-44","M"
3,2021,2.8,4.59999999999999,4.6,74.6,"40-44","M"
4,2020,-4,-8,2.8,32.8,"40-44","M"
4,2021,13,-12,-7.2,28.8,"40-44","M"
5,2020,9.2,7,-6,20,"40-44","M"
5,2021,2.2,-4,-16,31,"40-44","M"
6,2020,-1.4,1,-17,8,"40-44","M"
6,2021,3.6,6,-14,38,"40-44","M"
7,2020,-8.2,13.8,-7,29,"40-44","M"
7,2021,-5.2,-4.2,1,51,"40-44","M"
8,2020,-2.4,-10,-11.6,25.4,"40-44","M"
8,2021,-6.4,-21,-0.600000000000001,41.4,"40-44","M"
9,2020,-9.8,-23.4,-8.6,39.4,"40-44","M"
9,2021,8.2,-17.4,-7.6,55.4,"40-44","M"
10,2020,4.6,1.40000000000001,7.6,34.6,"40-44","M"
10,2021,-2.4,9.40000000000001,0.600000000000001,63.6,"40-44","M"
11,2020,-6.2,-15.6,-4.2,30.8,"40-44","M"
11,2021,-1.2,-0.599999999999994,-9.2,63.8,"40-44","M"
12,2020,0.200000000000003,-0.200000000000003,-2,50,"40-44","M"
12,2021,-9.8,2.8,7,85,"40-44","M"
13,2020,6.2,-8,5.8,11.8,"40-44","M"
13,2021,15.2,-4,3.8,74.8,"40-44","M"
14,2020,8.4,8,11.6,30.6,"40-44","M"
14,2021,-5.6,7,-4.4,82.6,"40-44","M"
15,2020,6.2,-3.8,-2.8,11.2,"40-44","M"
15,2021,8.2,4.2,-6.8,59.2,"40-44","M"
16,2020,-7.2,-17,-1.8,44.2,"40-44","M"
16,2021,-2.2,9,-10.8,77.2,"40-44","M"
17,2020,2.6,-1.59999999999999,-16.8,29.2,"40-44","M"
17,2021,-6.4,5.40000000000001,2.2,53.2,"40-44","M"
18,2020,0.799999999999997,-12,-6.4,31.6,"40-44","M"
18,2021,8.8,12,-5.4,62.6,"40-44","M"
19,2020,8.8,-27.4,-5.6,40.4,"40-44","M"
19,2021,6.8,-13.4,-6.6,65.4,"40-44","M"
20,2020,4.4,2,-11,25,"40-44","M"
20,2021,4.4,5,4,49,"40-44","M"
21,2020,-5.2,2.6,5,38,"40-44","M"
21,2021,0.799999999999997,-0.399999999999999,0,43,"40-44","M"
22,2020,1.8,-0.200000000000003,-2,46,"40-44","M"
22,2021,3.8,10.8,-10,47,"40-44","M"
23,2020,5.2,-19.4,-13.2,37.8,"40-44","M"
23,2021,-0.799999999999997,-21.4,-5.2,35.8,"40-44","M"
24,2020,-6.4,9.8,-6.2,23.8,"40-44","M"
24,2021,-2.4,5.8,-20.2,53.8,"40-44","M"
25,2020,-10,-19.8,-8.4,22.6,"40-44","M"
25,2021,-7,-10.8,-10.4,62.6,"40-44","M"
26,2020,-2.4,-15,-8,39,"40-44","M"
26,2021,0.600000000000001,-12,-5,37,"40-44","M"
27,2020,3.8,2,-3.2,45.8,"40-44","M"
27,2021,9.8,-6,-16.2,50.8,"40-44","M"
28,2020,4.8,-30.6,-22.6,27.4,"40-44","M"
28,2021,2.8,-4.59999999999999,-10.6,42.4,"40-44","M"
29,2020,0.799999999999997,-26.2,-16.6,52.4,"40-44","M"
29,2021,0.799999999999997,0.799999999999997,-11.6,37.4,"40-44","M"
30,2020,-7,-9.2,-0.600000000000001,40.4,"40-44","M"
30,2021,5,5.8,-11.6,45.4,"40-44","M"
31,2020,10.6,-6.2,1,42,"40-44","M"
31,2021,-2.4,-16.2,NA,25,"40-44","M"
32,2020,0,15.4,-6.4,32.6,"40-44","M"
32,2021,3,-1.59999999999999,NA,55.6,"40-44","M"
33,2020,-4.6,-9.40000000000001,-20.6,46.4,"40-44","M"
33,2021,-5.6,6.59999999999999,NA,45.4,"40-44","M"
34,2020,6.4,7.8,-5.2,49.8,"40-44","M"
34,2021,-1.6,7.8,NA,33.8,"40-44","M"
35,2020,9,2.40000000000001,-0.200000000000003,37.8,"40-44","M"
35,2021,-11,-8.59999999999999,NA,26.8,"40-44","M"
36,2020,-1.8,0.200000000000003,-8.6,37.4,"40-44","M"
36,2021,-1.8,0.200000000000003,NA,39.4,"40-44","M"
37,2020,5.2,-7,-4,41,"40-44","M"
37,2021,-10.8,-14,NA,NA,"40-44","M"
38,2020,3.8,-9.40000000000001,10,71,"40-44","M"
38,2021,-8.2,NA,NA,NA,"40-44","M"
39,2020,10.2,-9.59999999999999,-16.4,49.6,"40-44","M"
40,2020,-3.4,-5.2,4.8,54.8,"40-44","M"
41,2020,3.8,10.2,-7,41,"40-44","M"
42,2020,-3.4,8.6,-14.8,51.2,"40-44","M"
43,2020,17.4,8.8,-3.4,67.6,"40-44","M"
44,2020,-2.2,2.40000000000001,2,98,"40-44","M"
45,2020,6.2,-8.40000000000001,4,93,"40-44","M"
46,2020,3.8,-13,4.2,62.2,"40-44","M"
47,2020,18,-13.4,12.8,85.8,"40-44","M"
48,2020,-4.4,-2.40000000000001,-3.6,86.4,"40-44","M"
49,2020,3.4,2.2,-0.799999999999997,81.2,"40-44","M"
50,2020,-6,-2.40000000000001,5,78,"40-44","M"
51,2020,12,0.400000000000006,-0.799999999999997,55.2,"40-44","M"
52,2020,-0.399999999999999,13,2.2,72.2,"40-44","M"
53,2020,9,-3,-5,65,"40-44","M"
1,2020,2.8,5.8,-12.8,-10.8,"40-44","F"
1,2021,0.800000000000001,8.8,-10.8,6.2,"40-44","F"
2,2020,-1.4,-7.8,-9,-9,"40-44","F"
2,2021,-10.4,-6.8,-2,-5,"40-44","F"
3,2020,-13.6,-2.4,-14,-7,"40-44","F"
3,2021,6.4,1.6,-13,4,"40-44","F"
4,2020,3.6,-13.6,-4.4,2.6,"40-44","F"
4,2021,-6.4,-8.6,-1.4,11.6,"40-44","F"
5,2020,2.8,2.8,-6.8,-11.8,"40-44","F"
5,2021,-10.2,-0.200000000000003,-12.8,-8.8,"40-44","F"
6,2020,0,-7.6,-6.6,-10.6,"40-44","F"
6,2021,-4,-7.6,-0.600000000000001,2.4,"40-44","F"
7,2020,-2,6.8,-5.8,-3.8,"40-44","F"
7,2021,5,-2.2,-9.8,10.2,"40-44","F"
8,2020,0.600000000000001,-11.8,-12.6,-9.6,"40-44","F"
8,2021,4.6,-5.8,-4.6,2.4,"40-44","F"
9,2020,-0.199999999999999,-4.6,-0.399999999999999,-9.4,"40-44","F"
9,2021,3.8,5.4,-3.4,2.6,"40-44","F"
10,2020,-5.8,-4.6,-6,-6,"40-44","F"
10,2021,1.2,-3.6,-8,3,"40-44","F"
11,2020,-12.2,3.8,10.6,-6.4,"40-44","F"
11,2021,0.800000000000001,-3.2,-1.4,1.6,"40-44","F"
12,2020,3.4,-0.200000000000003,8.4,-0.600000000000001,"40-44","F"
12,2021,-3.6,8.8,7.4,33.4,"40-44","F"
13,2020,10.2,7.4,-1.8,-2.8,"40-44","F"
13,2021,-0.800000000000001,-0.600000000000001,-0.800000000000001,23.2,"40-44","F"
14,2020,0.399999999999999,-0.399999999999999,3.6,-7.4,"40-44","F"
14,2021,0.399999999999999,8.6,6.6,23.6,"40-44","F"
15,2020,7.8,6.8,-8.2,7.8,"40-44","F"
15,2021,-2.2,6.8,2.8,9.8,"40-44","F"
16,2020,-6.8,-5.6,-4.2,2.8,"40-44","F"
16,2021,-3.8,-5.6,-5.2,15.8,"40-44","F"
17,2020,1.6,-13.2,-3,-3,"40-44","F"
17,2021,-0.399999999999999,-3.2,-5,15,"40-44","F"
18,2020,-4.2,-12.4,-9.4,-1.4,"40-44","F"
18,2021,8.8,-4.4,-9.4,5.6,"40-44","F"
19,2020,1.4,-4,-4.2,3.8,"40-44","F"
19,2021,-0.600000000000001,-9,-9.2,2.8,"40-44","F"
20,2020,-0.600000000000001,-7.4,-11.4,2.6,"40-44","F"
20,2021,-7.6,-13.4,-4.4,0.600000000000001,"40-44","F"
21,2020,0,-3.4,-5.6,-10.6,"40-44","F"
21,2021,-2,5.6,-2.6,-1.6,"40-44","F"
22,2020,-2.4,3.4,-2.4,-0.399999999999999,"40-44","F"
22,2021,-1.4,-0.600000000000001,-3.4,14.6,"40-44","F"
23,2020,3.4,-1,-0.600000000000001,-5.6,"40-44","F"
23,2021,-2.6,5,5.4,3.4,"40-44","F"
24,2020,-1.2,0,-15.4,-2.4,"40-44","F"
24,2021,2.8,10,-7.4,5.6,"40-44","F"
25,2020,-1.6,-6,6.2,-12.8,"40-44","F"
25,2021,7.4,-8,-7.8,3.2,"40-44","F"
26,2020,1.4,1.4,-8,-3,"40-44","F"
26,2021,4.4,-4.6,-4,4,"40-44","F"
27,2020,-3.8,-7.2,2.8,-0.199999999999999,"40-44","F"
27,2021,12.2,-7.2,3.8,-4.2,"40-44","F"
28,2020,-2.4,-6.4,-8.8,0.199999999999999,"40-44","F"
28,2021,-3.4,-12.4,-7.8,3.2,"40-44","F"
29,2020,1.2,2.6,0.199999999999999,3.2,"40-44","F"
29,2021,-6.8,0.600000000000001,0.199999999999999,0.199999999999999,"40-44","F"
30,2020,-2.6,-0.399999999999999,-2.2,3.8,"40-44","F"
30,2021,-0.600000000000001,-6.4,-2.2,-3.2,"40-44","F"
31,2020,-4.8,3.2,-7,7,"40-44","F"
31,2021,-10.8,-3.8,NA,-1,"40-44","F"
32,2020,6,-12.8,-9,6,"40-44","F"
32,2021,-7,3.2,NA,-9,"40-44","F"
33,2020,3,2,0,7,"40-44","F"
33,2021,4,5,NA,1,"40-44","F"
34,2020,-0.199999999999999,-3.2,-10.6,5.4,"40-44","F"
34,2021,-4.2,-10.2,NA,-6.6,"40-44","F"
35,2020,1.2,-3.6,-3.8,-1.8,"40-44","F"
35,2021,4.2,9.4,NA,5.2,"40-44","F"
36,2020,5.4,-0.799999999999997,-6.2,-7.2,"40-44","F"
36,2021,-2.6,0.200000000000003,NA,-7.2,"40-44","F"
37,2020,9.8,0.600000000000001,-8.4,12.6,"40-44","F"
37,2021,-1.2,-4.4,NA,NA,"40-44","F"
38,2020,10.6,-10.2,-0.600000000000001,3.4,"40-44","F"
38,2021,5.6,NA,NA,NA,"40-44","F"
39,2020,9.4,2.2,-6,2,"40-44","F"
40,2020,-2.4,-2,-6.4,-3.4,"40-44","F"
41,2020,-6.2,1.8,-6.2,3.8,"40-44","F"
42,2020,3,-8.4,-8.8,-0.799999999999997,"40-44","F"
43,2020,0.199999999999999,-1.2,6.6,13.6,"40-44","F"
44,2020,0.399999999999999,0.200000000000003,-10,9,"40-44","F"
45,2020,8.8,-1.4,-5.8,19.2,"40-44","F"
46,2020,6.4,-3.4,6.6,9.6,"40-44","F"
47,2020,-0.399999999999999,6.4,-5.6,9.4,"40-44","F"
48,2020,0.600000000000001,7.8,5.8,20.8,"40-44","F"
49,2020,-3.8,1.4,0.600000000000001,20.6,"40-44","F"
50,2020,3.6,3.8,4.6,8.6,"40-44","F"
51,2020,-3.6,-5.6,-5.4,-3.4,"40-44","F"
52,2020,2.8,7.6,-1.8,0.200000000000003,"40-44","F"
53,2020,-2,-3,-8,1,"40-44","F"
1,2020,-13.4,-9,-8.8,49.2,"45-49","M"
1,2021,5.59999999999999,-12,1.2,65.2,"45-49","M"
2,2020,-15,5,-18.8,21.2,"45-49","M"
2,2021,-11,-14,-10.8,37.2,"45-49","M"
3,2020,3,-0.400000000000006,-12.4,5.59999999999999,"45-49","M"
3,2021,20,-16.4,-5.40000000000001,55.6,"45-49","M"
4,2020,-8.2,-5.8,-5.40000000000001,-3.40000000000001,"45-49","M"
4,2021,3.8,-11.8,-5.40000000000001,54.6,"45-49","M"
5,2020,9.59999999999999,6.40000000000001,1.59999999999999,33.6,"45-49","M"
5,2021,9.59999999999999,-5.59999999999999,-17.4,56.6,"45-49","M"
6,2020,-17.2,-10.2,-16,2,"45-49","M"
6,2021,-26.2,0.799999999999997,-14,50,"45-49","M"
7,2020,-11.4,-6.59999999999999,-23.6,15.4,"45-49","M"
7,2021,-15.4,-10.6,-4.59999999999999,24.4,"45-49","M"
8,2020,0.400000000000006,-22.8,-6.2,34.8,"45-49","M"
8,2021,4.40000000000001,-6.8,-3.2,48.8,"45-49","M"
9,2020,-1.59999999999999,-15.4,-21.6,15.4,"45-49","M"
9,2021,-19.6,-14.4,-5.59999999999999,59.4,"45-49","M"
10,2020,-4,4.40000000000001,-21.6,20.4,"45-49","M"
10,2021,-6,-6.59999999999999,-5.59999999999999,60.4,"45-49","M"
11,2020,-2.59999999999999,-14.4,2,28,"45-49","M"
11,2021,-9.59999999999999,-23.4,-2,74,"45-49","M"
12,2020,26,-10,1,43,"45-49","M"
12,2021,0,-5,-6,75,"45-49","M"
13,2020,29.4,8.8,33,33,"45-49","M"
13,2021,-23.6,-6.2,13,114,"45-49","M"
14,2020,30.6,13.4,28.8,1.8,"45-49","M"
14,2021,-1.40000000000001,-17.6,3.8,98.8,"45-49","M"
15,2020,14.4,-1,17.6,34.6,"45-49","M"
15,2021,-7.59999999999999,-8,-8.40000000000001,112.6,"45-49","M"
16,2020,13.4,-5.8,4.8,15.8,"45-49","M"
16,2021,-12.6,-5.8,-2.2,62.8,"45-49","M"
17,2020,-14.8,-29.4,-16.4,22.6,"45-49","M"
17,2021,-7.8,-5.40000000000001,6.59999999999999,73.6,"45-49","M"
18,2020,-3,-1.59999999999999,7.40000000000001,13.4,"45-49","M"
18,2021,4,14.4,19.4,46.4,"45-49","M"
19,2020,-0.799999999999997,-5.8,-3.8,35.2,"45-49","M"
19,2021,-1.8,-9.8,-0.799999999999997,60.2,"45-49","M"
20,2020,-26.8,-3.40000000000001,6.8,29.8,"45-49","M"
20,2021,-3.8,-3.40000000000001,-10.2,58.8,"45-49","M"
21,2020,-5,12.2,12.8,57.8,"45-49","M"
21,2021,-7,6.2,6.8,74.8,"45-49","M"
22,2020,11.8,13.8,-13.2,24.8,"45-49","M"
22,2021,10.8,3.8,-22.2,33.8,"45-49","M"
23,2020,1.8,-19.2,-10.6,45.4,"45-49","M"
23,2021,-3.2,-8.2,3.40000000000001,44.4,"45-49","M"
24,2020,-10.4,-5,-16.8,19.2,"45-49","M"
24,2021,-0.400000000000006,-12,-0.799999999999997,48.2,"45-49","M"
25,2020,-6.2,-21,-12.8,12.2,"45-49","M"
25,2021,7.8,-13,-3.8,53.2,"45-49","M"
26,2020,-8.59999999999999,8.2,-4.59999999999999,45.4,"45-49","M"
26,2021,1.40000000000001,3.2,-19.6,63.4,"45-49","M"
27,2020,-1.59999999999999,-11.4,6,25,"45-49","M"
27,2021,0.400000000000006,-29.4,-16,27,"45-49","M"
28,2020,-4.59999999999999,-3.40000000000001,-31.4,19.6,"45-49","M"
28,2021,-4.59999999999999,-14.4,-23.4,40.6,"45-49","M"
29,2020,-2.59999999999999,-20,-13.8,44.2,"45-49","M"
29,2021,-5.59999999999999,-25,-8.8,23.2,"45-49","M"
30,2020,-6.40000000000001,-1.8,-4.40000000000001,41.6,"45-49","M"
30,2021,10.6,7.2,-23.4,40.6,"45-49","M"
31,2020,-1.2,-25.6,-8,35,"45-49","M"
31,2021,0.799999999999997,-9.59999999999999,NA,27,"45-49","M"
32,2020,-7.59999999999999,3.59999999999999,-8.8,44.2,"45-49","M"
32,2021,-16.6,11.6,NA,40.2,"45-49","M"
33,2020,-9.2,34.8,-18,52,"45-49","M"
33,2021,25.8,-13.2,NA,27,"45-49","M"
34,2020,15.4,4.59999999999999,-9.40000000000001,61.6,"45-49","M"
34,2021,0.400000000000006,2.59999999999999,NA,38.6,"45-49","M"
35,2020,-10,-10.4,-1,36,"45-49","M"
35,2021,2,0.599999999999994,NA,18,"45-49","M"
36,2020,-4,21.2,-23,30,"45-49","M"
36,2021,12,13.2,NA,19,"45-49","M"
37,2020,8,8.8,-0.400000000000006,45.6,"45-49","M"
37,2021,-2,-19.2,NA,NA,"45-49","M"
38,2020,-2.40000000000001,2.2,-9.2,61.8,"45-49","M"
38,2021,-11.4,NA,NA,NA,"45-49","M"
39,2020,-3,-4.40000000000001,2.2,40.2,"45-49","M"
40,2020,4.59999999999999,-16.2,8.59999999999999,54.6,"45-49","M"
41,2020,12,-21.8,1,50,"45-49","M"
42,2020,21.4,-3.2,-4.40000000000001,54.6,"45-49","M"
43,2020,24.8,-0.799999999999997,-4.2,100.8,"45-49","M"
44,2020,7.40000000000001,-5,30.8,93.8,"45-49","M"
45,2020,-4.40000000000001,5,6.59999999999999,112.6,"45-49","M"
46,2020,-0.799999999999997,6,40.2,124.2,"45-49","M"
47,2020,-20.4,-13,10.4,91.4,"45-49","M"
48,2020,-5.59999999999999,13.8,14.6,71.6,"45-49","M"
49,2020,19,-1.40000000000001,-6.59999999999999,91.4,"45-49","M"
50,2020,9.2,-25.2,5.8,96.8,"45-49","M"
51,2020,-16.2,-28.4,25.2,65.2,"45-49","M"
52,2020,-8.40000000000001,2.2,-16.6,78.4,"45-49","M"
53,2020,1,-17,-7,89,"45-49","M"
1,2020,-8,-9.2,-26.8,-43.8,"45-49","F"
1,2021,1,-3.2,-9.8,-10.8,"45-49","F"
2,2020,-1.8,-12,-8.6,-19.6,"45-49","F"
2,2021,10.2,-20,-3.6,5.4,"45-49","F"
3,2020,-9.8,-9.4,-6.8,-24.8,"45-49","F"
3,2021,4.2,-12.4,-1.8,6.2,"45-49","F"
4,2020,14.2,-11.6,-15.6,-13.6,"45-49","F"
4,2021,20.2,-15.6,-1.6,-6.6,"45-49","F"
5,2020,6.2,-6.2,8.8,-10.2,"45-49","F"
5,2021,-5.8,-21.2,4.8,-8.2,"45-49","F"
6,2020,1.4,-5,10.8,-12.2,"45-49","F"
6,2021,0.399999999999999,-12,-0.200000000000003,-2.2,"45-49","F"
7,2020,-9.4,-11.2,-13.4,-3.4,"45-49","F"
7,2021,5.6,-17.2,-4.4,6.6,"45-49","F"
8,2020,-2.4,-3.4,-20.8,-28.8,"45-49","F"
8,2021,-4.4,-6.4,-20.8,-20.8,"45-49","F"
9,2020,1.6,-17.4,3,-15,"45-49","F"
9,2021,3.6,-1.4,-4,9,"45-49","F"
10,2020,7.4,-3.2,-4,3,"45-49","F"
10,2021,-1.6,-18.2,10,12,"45-49","F"
11,2020,2.4,-1.2,0.399999999999999,-26.6,"45-49","F"
11,2021,6.4,-11.2,-8.6,10.4,"45-49","F"
12,2020,6.8,-10.6,16.2,-20.8,"45-49","F"
12,2021,-6.2,-12.6,3.2,23.2,"45-49","F"
13,2020,27,-4.2,4.4,-17.6,"45-49","F"
13,2021,10,-0.200000000000003,-9.6,20.4,"45-49","F"
14,2020,9.8,13,0.200000000000003,-10.8,"45-49","F"
14,2021,5.8,-8,-3.8,13.2,"45-49","F"
15,2020,10.4,1.2,5.2,-13.8,"45-49","F"
15,2021,10.4,-11.8,-0.799999999999997,12.2,"45-49","F"
16,2020,7.8,-21.4,1.2,-13.8,"45-49","F"
16,2021,3.8,3.6,0.200000000000003,12.2,"45-49","F"
17,2020,-6.8,-5.2,0.799999999999997,10.8,"45-49","F"
17,2021,6.2,-4.2,1.8,14.8,"45-49","F"
18,2020,-0.799999999999997,-8.6,-17,-19,"45-49","F"
18,2021,2.2,-13.6,-12,-13,"45-49","F"
19,2020,0.799999999999997,1.4,8.4,-9.6,"45-49","F"
19,2021,-2.2,-20.6,7.4,12.4,"45-49","F"
20,2020,4.2,15.4,-7.8,-19.8,"45-49","F"
20,2021,-9.8,-3.59999999999999,-3.8,10.2,"45-49","F"
21,2020,-5.2,-17.8,9.4,-4.6,"45-49","F"
21,2021,-10.2,-15.8,-9.6,0.399999999999999,"45-49","F"
22,2020,2.8,0.799999999999997,-4.6,-11.6,"45-49","F"
22,2021,0.799999999999997,-5.2,-10.6,5.4,"45-49","F"
23,2020,-11.2,-17.2,-17.4,-5.4,"45-49","F"
23,2021,-7.2,0.799999999999997,-31.4,-3.4,"45-49","F"
24,2020,6.8,-4.8,8.6,-16.4,"45-49","F"
24,2021,-9.2,-2.8,-4.4,2.6,"45-49","F"
25,2020,-2.2,0.200000000000003,7.8,-7.2,"45-49","F"
25,2021,-7.2,-15.8,15.8,2.8,"45-49","F"
26,2020,3.4,-9.8,17.2,-10.8,"45-49","F"
26,2021,-9.6,-15.8,-6.8,5.2,"45-49","F"
27,2020,-15.4,-7.4,-6.6,-5.6,"45-49","F"
27,2021,11.6,-10.4,-13.6,-4.6,"45-49","F"
28,2020,-4.6,-10,-6.4,-3.4,"45-49","F"
28,2021,0.399999999999999,-6,4.6,-8.4,"45-49","F"
29,2020,-5.4,-1.8,-8.4,-9.4,"45-49","F"
29,2021,7.6,-18.8,-4.4,-5.4,"45-49","F"
30,2020,-6.8,-6.2,-0.200000000000003,-24.2,"45-49","F"
30,2021,-7.8,-13.2,1.8,-12.2,"45-49","F"
31,2020,-3,-14,8,-18,"45-49","F"
31,2021,13,-4,NA,-19,"45-49","F"
32,2020,-1,8.4,-5,-28,"45-49","F"
32,2021,18,-4.6,NA,-16,"45-49","F"
33,2020,-2.6,-10,-1.2,-13.2,"45-49","F"
33,2021,-7.6,-3,NA,-19.2,"45-49","F"
34,2020,-7.8,-18,5,-3,"45-49","F"
34,2021,-9.8,-11,NA,-2,"45-49","F"
35,2020,9.4,-8.59999999999999,-10.4,-9.4,"45-49","F"
35,2021,-7.6,-5.59999999999999,NA,-6.4,"45-49","F"
36,2020,-15.6,-4,9.4,-3.6,"45-49","F"
36,2021,-3.6,17,NA,0.399999999999999,"45-49","F"
37,2020,-2.8,7.2,-10,-12,"45-49","F"
37,2021,-3.8,-12.8,NA,NA,"45-49","F"
38,2020,3,4.59999999999999,-2.8,-16.8,"45-49","F"
38,2021,-6,NA,NA,NA,"45-49","F"
39,2020,7.6,2,-0.200000000000003,-11.2,"45-49","F"
40,2020,5.4,16.8,4,-8,"45-49","F"
41,2020,-0.399999999999999,1.59999999999999,-5.8,-7.8,"45-49","F"
42,2020,-3.2,-11.8,-13.2,-7.2,"45-49","F"
43,2020,7.4,-9.2,-8.4,6.6,"45-49","F"
44,2020,-8.2,-20.6,-3.4,12.6,"45-49","F"
45,2020,0.399999999999999,-3.8,-2.4,9.6,"45-49","F"
46,2020,-1,12,6.4,20.4,"45-49","F"
47,2020,-6.4,-11.4,7.2,9.2,"45-49","F"
48,2020,6.2,11.4,-4.6,20.4,"45-49","F"
49,2020,-1.2,11.2,8.6,3.6,"45-49","F"
50,2020,-0.799999999999997,8,6.4,-0.600000000000001,"45-49","F"
51,2020,-2.6,5.59999999999999,-0.200000000000003,5.8,"45-49","F"
52,2020,-2.2,-15,-6.4,5.6,"45-49","F"
53,2020,7,-10,-12,-18,"45-49","F"
1,2020,-9.19999999999999,-24.8,-6,49,"50-54","M"
1,2021,18.8,-4.80000000000001,3,76,"50-54","M"
2,2020,-7,-23.8,-3.80000000000001,28.2,"50-54","M"
2,2021,-2,-26.8,-0.800000000000011,56.2,"50-54","M"
3,2020,-13.6,-32.8,15.6,0.599999999999994,"50-54","M"
3,2021,12.4,-7.80000000000001,17.6,52.6,"50-54","M"
4,2020,-6.40000000000001,-35.8,-1,-9,"50-54","M"
4,2021,31.6,-21.8,-1,48,"50-54","M"
5,2020,-3.80000000000001,-14.8,-2.40000000000001,17.6,"50-54","M"
5,2021,-0.800000000000011,-34.8,16.6,33.6,"50-54","M"
6,2020,0.800000000000011,-29.4,2.59999999999999,-4.40000000000001,"50-54","M"
6,2021,-11.2,-7.40000000000001,10.6,58.6,"50-54","M"
7,2020,-33,-14,16.6,4.59999999999999,"50-54","M"
7,2021,29,-15,19.6,40.6,"50-54","M"
8,2020,-2.19999999999999,-31,-11.4,-3.40000000000001,"50-54","M"
8,2021,-21.2,-21,-2.40000000000001,33.6,"50-54","M"
9,2020,-7.19999999999999,-15.2,3,19,"50-54","M"
9,2021,-12.2,-52.2,5,45,"50-54","M"
10,2020,0.400000000000006,8,16.2,13.2,"50-54","M"
10,2021,0.400000000000006,-18,44.2,72.2,"50-54","M"
11,2020,10.8,-13.2,6,10,"50-54","M"
11,2021,-12.2,14.8,-26,58,"50-54","M"
12,2020,27.8,-7.80000000000001,43,27,"50-54","M"
12,2021,5.8,4.19999999999999,14,86,"50-54","M"
13,2020,52.8,12.2,74.6,31.6,"50-54","M"
